Mod:Item:MetaData, Localized Name
betterwithaddons:bag:4, Bag of Beetroot Seeds
betterwithaddons:bag:5, Bag of Cocoa Beans
betterwithaddons:bag:6, Bag of Redstone
betterwithaddons:bag:7, Bag of Glowstone
betterwithaddons:bag:8, Bag of Sugar
betterwithaddons:bag:9, Bag of Gunpowder
betterwithaddons:bag:10, Bag of Flour
betterwithaddons:bag:11, Bag of Brimstone
betterwithaddons:bag:12, Bag of Niter
betterwithaddons:bag:13, Bag of Sawdust
betterwithaddons:bag:14, Bag of Soul Dust
betterwithaddons:bag:15, Bag of Potash
betterwithaddons:bag:16, Bag of Hellfire
betterwithaddons:bag:17, Bag of Kibble
betterwithaddons:crate:0, Crated Cooked Porkchops
betterwithaddons:crate:1, Crated Raw Porkchops
betterwithaddons:crate:2, Crated Cooked Chicken
betterwithaddons:crate:3, Crated Raw Chicken
betterwithaddons:crate:4, Crated Steak
betterwithaddons:crate:5, Crated Raw Beef
betterwithaddons:crate:6, Crated Cooked Mutton
betterwithaddons:crate:7, Crated Raw Mutton
betterwithaddons:crate:8, Crated Cooked Rabbit
betterwithaddons:crate:9, Crated Raw Rabbit
betterwithaddons:crate:10, Crated Eggs
betterwithaddons:crate:11, Crated Slimeballs
betterwithaddons:crate:12, Crated Enderpearls
betterwithaddons:crate:13, Crated Cacti
betterwithaddons:crate:14, Crated Ink Sacs
betterwithaddons:congealed:0, Congealed Bones
betterwithaddons:congealed:1, Congealed Rotten Flesh
betterwithaddons:congealed:2, Congealed Spider Eyes
betterwithaddons:congealed:3, Congealed Mushroom
betterwithaddons:congealed:4, Congealed Mushroom
betterwithaddons:congealed:5, Congealed Nether Wart
betterwithaddons:bolt:0, Bolt of Hemp Cloth
betterwithaddons:bolt:1, Bolt of Vine
betterwithaddons:bolt:2, Bolt of Paper
betterwithaddons:bolt:3, Bolt of Leather
betterwithaddons:bolt:4, Bolt of Scoured Leather
betterwithaddons:bolt:5, Bolt of Tanned Leather
betterwithaddons:bolt:6, Bolt of String
betterwithaddons:bundle:0, Bundle of Feathers
betterwithaddons:bundle:1, Bundle of Arrows
betterwithaddons:bundle:2, Bundle of Blaze Rods
betterwithaddons:bundle:3, Bundle of Oak Saplings
betterwithaddons:bundle:4, Bundle of Birch Saplings
betterwithaddons:bundle:5, Bundle of Spruce Saplings
betterwithaddons:bundle:6, Bundle of Jungle Saplings
betterwithaddons:bundle:7, Bundle of Acacia Saplings
betterwithaddons:bundle:8, Bundle of Dark Oak Saplings
betterwithaddons:decomat:0, Hemp Oil
betterwithaddons:decomat:1, Wood Bleach
betterwithaddons:decomat:2, Wood Stain
betterwithaddons:decomat:3, Glass Chunk
betterwithaddons:tweakmat:0, Ash
betterwithaddons:tweakmat:1, Ink and Quill (Old)
betterwithaddons:ink_and_quill, Ink and Quill
betterwithaddons:wheatmat:0, Hay
betterwithaddons:explosion, §eHIGHLY VOLATILE!
bonsaitrees:bonsaipot:0, Bonsai Pot
bonsaitrees:bonsaipot:1, Hopping Bonsai Pot
buildinggadgets:buildingtool, Building Gadget
buildinggadgets:exchangertool, Exchanging Gadget
buildinggadgets:copypastetool, Copy-Paste Gadget
buildinggadgets:templatemanager, Template Manager
buildinggadgets:template, Template
buildinggadgets:destructiontool, Destruction Gadget
buildinggadgets:constructionblock_dense, Dense Construction Block
buildinggadgets:constructionblock, Construction Block
buildinggadgets:constructionblockpowder, Construction Block Powder
buildinggadgets:constructionpaste, Construction Paste
buildinggadgets:construction_chunk_dense, Dense Construction Chunk
buildinggadgets:constructionpastecontainer, Paste Container
buildinggadgets:constructionpastecontainert2, Paste Container T2
buildinggadgets:constructionpastecontainert3, Paste Container T3
buildinggadgets:constructionpastecontainercreative, Creative Paste Container
ceramics:unfired_clay:0, Unfired Clay Bucket
ceramics:unfired_clay:1, Unfired Clay Shears
ceramics:unfired_clay:4, Unfired Porcelain
ceramics:unfired_clay:5, Porcelain Brick
ceramics:unfired_clay:6, Unfired Faucet
ceramics:unfired_clay:7, Unfired Channel
ceramics:unfired_clay:8, Unfired Clay Plate
ceramics:unfired_clay:9, Clay Plate
ceramics:clay_bucket:0, Clay Bucket
ceramics:clay_bucket:0, Water Clay Bucket
ceramics:clay_bucket:0, Lava Clay Bucket
ceramics:clay_bucket:0, Liquid Hydrogen Clay Bucket
ceramics:clay_bucket:0, Liquid Oxygen Clay Bucket
ceramics:clay_bucket:0, Liquid Chlorine Clay Bucket
ceramics:clay_bucket:0, Liquid Sulfur Dioxide Clay Bucket
ceramics:clay_bucket:0, Liquid Sulfur Trioxide Clay Bucket
ceramics:clay_bucket:0, Sulfuric Acid Clay Bucket
ceramics:clay_bucket:0, Liquid Hydrogen Chloride Clay Bucket
ceramics:clay_bucket:0, Liquid Ethylene Clay Bucket
ceramics:clay_bucket:0, Liquid Sodium Clay Bucket
ceramics:clay_bucket:0, Brine Clay Bucket
ceramics:clay_bucket:0, Liquid Deuterium Clay Bucket
ceramics:clay_bucket:0, Liquid Tritium Clay Bucket
ceramics:clay_bucket:0, Liquid D-T Fuel Clay Bucket
ceramics:clay_bucket:0, Liquid Lithium Clay Bucket
ceramics:clay_bucket:0, Heavy Water Clay Bucket
ceramics:clay_bucket:0, Steam Clay Bucket
ceramics:clay_bucket:0, Canola Oil Clay Bucket
ceramics:clay_bucket:0, Refined Canola Oil Clay Bucket
ceramics:clay_bucket:0, Crystallized Oil Clay Bucket
ceramics:clay_bucket:0, Empowered Oil Clay Bucket
ceramics:clay_bucket:0, Creosote Oil Clay Bucket
ceramics:clay_bucket:0, Liquifacted Coal Clay Bucket
ceramics:clay_bucket:0, Crude Oil Clay Bucket
ceramics:clay_bucket:0, Naphtha Clay Bucket
ceramics:clay_bucket:0, Refined Fuel Clay Bucket
ceramics:clay_bucket:0, Sap Clay Bucket
ceramics:clay_bucket:0, Syrup Clay Bucket
ceramics:clay_bucket:0, Resin Clay Bucket
ceramics:clay_bucket:0, Tree Oil Clay Bucket
ceramics:clay_bucket:0, Seed Oil Clay Bucket
ceramics:clay_bucket:0, Biocrude Clay Bucket
ceramics:clay_bucket:0, Grassoline Clay Bucket
ceramics:clay_bucket:0, Mushroom Stew Clay Bucket
ceramics:clay_bucket:0, Essence of Knowledge Clay Bucket
ceramics:clay_bucket:0, Potion Clay Bucket
ceramics:clay_bucket:0, Splash Potion Clay Bucket
ceramics:clay_bucket:0, Lingering Potion Clay Bucket
ceramics:clay_bucket:0, Destabilized Redstone Clay Bucket
ceramics:clay_bucket:0, Energized Glowstone Clay Bucket
ceramics:clay_bucket:0, Resonant Ender Clay Bucket
ceramics:clay_bucket:0, Blazing Pyrotheum Clay Bucket
ceramics:clay_bucket:0, Gelid Cryotheum Clay Bucket
ceramics:clay_bucket:0, Zephyrean Aerotheum Clay Bucket
ceramics:clay_bucket:0, Tectonic Petrotheum Clay Bucket
ceramics:clay_bucket:0, Primal Mana Clay Bucket
ceramics:clay_bucket:0, Poison Clay Bucket
ceramics:clay_bucket:0, Amber Clay Bucket
ceramics:clay_bucket:0, Biomass Clay Bucket
ceramics:clay_bucket:0, Crystallized Obsidian Clay Bucket
ceramics:clay_bucket:0, Liquid XP Clay Bucket
ceramics:clay_bucket:0, Plant Oil Clay Bucket
ceramics:clay_bucket:0, Ethanol Clay Bucket
ceramics:clay_bucket:0, Biodiesel Clay Bucket
ceramics:clay_bucket:0, Liquid Concrete Clay Bucket
ceramics:clay_bucket:0, Molten Iron Clay Bucket
ceramics:clay_bucket:0, Molten Gold Clay Bucket
ceramics:clay_bucket:0, Molten Lead Clay Bucket
ceramics:clay_bucket:0, Molten Copper Clay Bucket
ceramics:clay_bucket:0, Molten Silver Clay Bucket
ceramics:clay_bucket:0, Molten Dawnstone Clay Bucket
ceramics:clay_bucket:0, Molten Tin Clay Bucket
ceramics:clay_bucket:0, Molten Aluminum Clay Bucket
ceramics:clay_bucket:0, Molten Nickel Clay Bucket
ceramics:clay_bucket:0, Molten Bronze Clay Bucket
ceramics:clay_bucket:0, Molten Electrum Clay Bucket
ceramics:clay_bucket:0, Alchemical Slurry Clay Bucket
ceramics:clay_bucket:0, Crude Oil Clay Bucket
ceramics:clay_bucket:0, Diesel Clay Bucket
ceramics:clay_bucket:0, Lubricant Clay Bucket
ceramics:clay_bucket:0, Gasoline Clay Bucket
ceramics:clay_bucket:0, Napalm Clay Bucket
ceramics:clay_bucket:0, Essence Clay Bucket
ceramics:clay_bucket:0, Liquid Meat Clay Bucket
ceramics:clay_bucket:0, Latex Clay Bucket
ceramics:clay_bucket:0, Sewage Clay Bucket
ceramics:clay_bucket:0, Sludge Clay Bucket
ceramics:clay_bucket:0, Biofuel Clay Bucket
ceramics:clay_bucket:0, Pink Slime Clay Bucket
ceramics:clay_bucket:0, Protein Clay Bucket
ceramics:clay_bucket:0, Raw Ore Meat Clay Bucket
ceramics:clay_bucket:0, Fermented Ore Meat Clay Bucket
ceramics:clay_bucket:0, Oxygen Clay Bucket
ceramics:clay_bucket:0, Hydrogen Clay Bucket
ceramics:clay_bucket:0, Deuterium Clay Bucket
ceramics:clay_bucket:0, Tritium Clay Bucket
ceramics:clay_bucket:0, Helium-3 Clay Bucket
ceramics:clay_bucket:0, Helium Clay Bucket
ceramics:clay_bucket:0, Molten Boron Clay Bucket
ceramics:clay_bucket:0, Molten Boron-10 Clay Bucket
ceramics:clay_bucket:0, Molten Boron-11 Clay Bucket
ceramics:clay_bucket:0, Molten Lithium Clay Bucket
ceramics:clay_bucket:0, Molten Lithium-6 Clay Bucket
ceramics:clay_bucket:0, Molten Lithium-7 Clay Bucket
ceramics:clay_bucket:0, Molten Ferroboron Clay Bucket
ceramics:clay_bucket:0, Molten Tough Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Hard Carbon Clay Bucket
ceramics:clay_bucket:0, Molten Beryllium Clay Bucket
ceramics:clay_bucket:0, Molten Manganese Clay Bucket
ceramics:clay_bucket:0, Molten Manganese Dioxide Clay Bucket
ceramics:clay_bucket:0, Molten Sulfur Clay Bucket
ceramics:clay_bucket:0, Molten Arsenic Clay Bucket
ceramics:clay_bucket:0, Liquid Helium Clay Bucket
ceramics:clay_bucket:0, Liquid Nitrogen Clay Bucket
ceramics:clay_bucket:0, Plasma Clay Bucket
ceramics:clay_bucket:0, Neutron Fluid Clay Bucket
ceramics:clay_bucket:0, Methanol Clay Bucket
ceramics:clay_bucket:0, RadAway Fluid Clay Bucket
ceramics:clay_bucket:0, Slow-Acting RadAway Fluid Clay Bucket
ceramics:clay_bucket:0, Nitrogen Clay Bucket
ceramics:clay_bucket:0, Fluorine Clay Bucket
ceramics:clay_bucket:0, Carbon Dioxide Clay Bucket
ceramics:clay_bucket:0, Carbon Monoxide Clay Bucket
ceramics:clay_bucket:0, Ethylene Clay Bucket
ceramics:clay_bucket:0, Fluoromethane Clay Bucket
ceramics:clay_bucket:0, Ammonia Clay Bucket
ceramics:clay_bucket:0, Oxygen Difluoride Clay Bucket
ceramics:clay_bucket:0, Diborane Clay Bucket
ceramics:clay_bucket:0, Sulfur Dioxide Clay Bucket
ceramics:clay_bucket:0, Sulfur Trioxide Clay Bucket
ceramics:clay_bucket:0, Hydrofluoric Acid Clay Bucket
ceramics:clay_bucket:0, Boric Acid Clay Bucket
ceramics:clay_bucket:0, Sulfuric Acid Clay Bucket
ceramics:clay_bucket:0, Boron Nitride Solution Clay Bucket
ceramics:clay_bucket:0, Fluorite Water Clay Bucket
ceramics:clay_bucket:0, Calcium Sulfate Solution Clay Bucket
ceramics:clay_bucket:0, Sodium Fluoride Solution Clay Bucket
ceramics:clay_bucket:0, Potassium Fluoride Solution Clay Bucket
ceramics:clay_bucket:0, Sodium Hydroxide Solution Clay Bucket
ceramics:clay_bucket:0, Potassium Hydroxide Solution Clay Bucket
ceramics:clay_bucket:0, Borax Solution Clay Bucket
ceramics:clay_bucket:0, Corium Clay Bucket
ceramics:clay_bucket:0, Chocolate Liquor Clay Bucket
ceramics:clay_bucket:0, Cocoa Butter Clay Bucket
ceramics:clay_bucket:0, Molten Unsweetened Chocolate Clay Bucket
ceramics:clay_bucket:0, Molten Dark Chocolate Clay Bucket
ceramics:clay_bucket:0, Molten Milk Chocolate Clay Bucket
ceramics:clay_bucket:0, Molten Sugar Clay Bucket
ceramics:clay_bucket:0, Molten Gelatin Clay Bucket
ceramics:clay_bucket:0, Hydrated Gelatin Clay Bucket
ceramics:clay_bucket:0, Liquid Marshmallow Clay Bucket
ceramics:clay_bucket:0, Molten Lithium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Beryllium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Mixture Clay Bucket
ceramics:clay_bucket:0, Molten Sodium Hydroxide Clay Bucket
ceramics:clay_bucket:0, Molten Potassium Hydroxide Clay Bucket
ceramics:clay_bucket:0, High Pressure Steam Clay Bucket
ceramics:clay_bucket:0, Exhaust Steam Clay Bucket
ceramics:clay_bucket:0, Low Pressure Steam Clay Bucket
ceramics:clay_bucket:0, Low Quality Steam Clay Bucket
ceramics:clay_bucket:0, Preheated Water Clay Bucket
ceramics:clay_bucket:0, Condensate Water Clay Bucket
ceramics:clay_bucket:0, Molten Sodium Clay Bucket
ceramics:clay_bucket:0, Molten Potassium Clay Bucket
ceramics:clay_bucket:0, Eutectic NaK Alloy Clay Bucket
ceramics:clay_bucket:0, Hot Eutectic NaK Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Boron Arsenide Clay Bucket
ceramics:clay_bucket:0, Silicon Carbide Vapor Clay Bucket
ceramics:clay_bucket:0, Molten Alugentum Clay Bucket
ceramics:clay_bucket:0, Molten Alumina Clay Bucket
ceramics:clay_bucket:0, Molten Thorium Clay Bucket
ceramics:clay_bucket:0, Molten Thorium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Thorium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium Clay Bucket
ceramics:clay_bucket:0, Molten Uranium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-230 Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-230 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Thorium-230 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-233 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-233 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-233 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-235 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-235 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-235 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-238 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-236 Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-236 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Neptunium-236 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-237 Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-237 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Neptunium-237  Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-238 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-239 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-239 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-239 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-241 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-242 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Americium-241 Clay Bucket
ceramics:clay_bucket:0, Molten Americium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Americium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Americium-242 Clay Bucket
ceramics:clay_bucket:0, Molten Americium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Americium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Americium-243 Clay Bucket
ceramics:clay_bucket:0, Molten Americium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Americium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-243 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-245 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-245 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-245 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-246 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-246 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-246 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-247 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-247 Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Berkelium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-248 Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-248 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Berkelium-248 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-249 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-249 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-249 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-250 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-250 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-250 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-251 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-251 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-251 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-252 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-252 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-252 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten TBU Fuel Clay Bucket
ceramics:clay_bucket:0, Molten TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-235 Fluoride Fuel Clay Bucket
